	empirical_pVal (A375)	empirical_pVal (A549)	empirical_pVal (BT20)	empirical_pVal (LNCAP)	empirical_pVal (MCF7)	empirical_pVal (MDAMB231)	empirical_pVal (PC3)	Ave_pVal
OXA1L	0.30371	0.2328	0.83498	0.48804	0.65708	0.69933	0.01141	0.46105
ATF4	0.57561	0.26477	0.3733	0.29563	0.37677	0.97774	0.36412	0.461134285714
HIST1H2BE	0.29884	0.25488	0.55237	0.541	0.74717	0.06441	0.76943	0.461157142857
MAGEL2	0.05216	0.14738	0.83164	0.54366	0.69394	0.27147	0.68792	0.461167142857
PLSCR3	0.58799	0.54819	0.32688	0.88384	0.50794	0.24393	0.12968	0.461207142857
TOX4	0.47109	0.5995	0.62224	0.24546	0.33563	0.68378	0.27096	0.461237142857
COL3A1	0.82584	0.52732	0.59405	0.22881	0.15994	0.49546	0.3973	0.461245714286
ARFGAP3	0.16765	0.98576	0.88967	0.33952	0.07098	0.33126	0.44433	0.46131
PKD2	0.62944	0.55782	0.79618	0.24793	0.14681	0.36332	0.488	0.461357142857
BEX1	0.19345	0.77779	0.23118	0.58402	0.57398	0.24896	0.62016	0.461362857143
SFRP4	0.74575	0.45086	0.42188	0.42694	0.39816	0.36958	0.41774	0.461558571429
RNASET2	0.35369	0.30021	0.73061	0.2233	0.92873	0.52507	0.17026	0.461695714286
CACNG3	0.91767	0.54648	0.65611	0.02343	0.67373	0.07838	0.33648	0.461754285714
PEX16	0.66826	0.40597	0.2978	0.55619	0.37188	0.50407	0.42821	0.461768571429
IRS2	0.01745	0.82432	0.17906	0.09917	0.67807	0.96801	0.46659	0.46181
GPR98	0.96621	0.09156	0.4917	0.24423	0.30084	0.86092	0.27742	0.46184
GPR110	0.04703	0.50583	0.52091	0.69621	0.76213	0.54035	0.16089	0.461907142857
TLR2	0.57368	0.87465	0.01623	0.45342	0.86463	0.41411	0.03667	0.461912857143
SAG	0.89587	0.46712	0.02749	0.6387	0.33954	0.84802	0.01746	0.462028571429
PTPRH	0.83154	0.27689	0.44624	0.33556	0.34683	0.32165	0.67552	0.462032857143
VSNL1	0.12146	0.6265	0.84456	0.9421	0.18579	0.51109	0.00311	0.462087142857
EBLN2	0.18967	0.1813	0.63915	0.11059	0.966	0.43652	0.71242	0.462235714286
IFI6	0.83372	0.61901	0.50007	0.17141	0.02414	0.66329	0.42418	0.46226
SLC38A7	0.47662	0.19432	0.22558	0.62544	0.71639	0.60445	0.3934	0.462314285714
ACTR10	0.54028	0.04951	0.41882	0.2469	0.83074	0.36923	0.78096	0.462348571429
TSPYL2	0.34566	0.38005	0.99419	0.52061	0.37364	0.35901	0.26335	0.462358571429
MMP3	0.74131	0.23456	0.96549	0.00186	0.34066	0.81236	0.14034	0.462368571429
EVC	0.33961	0.73916	0.8278	0.22691	0.00037	0.54118	0.56165	0.462382857143
TREH	0.82024	0.57044	0.20775	0.03614	0.27762	0.34009	0.98454	0.462402857143
HSD17B14	0.59467	0.50319	0.39413	0.54365	0.39675	0.44713	0.35736	0.462411428571
ZNF354A	0.52944	0.66557	0.23739	0.44731	0.53877	0.69825	0.12017	0.462414285714
OR1E1	0.75997	0.76407	0.49078	0.30717	0.13832	0.42951	0.34742	0.462462857143
PVRL2	0.18372	0.95968	0.21207	0.30512	0.46857	0.65777	0.45104	0.462567142857
SYNC	0.60734	0.84181	0.12994	0.02009	0.8255	0.33037	0.48341	0.462637142857
SIL1	0.44282	0.21868	0.61051	0.37881	0.4557	0.42338	0.70866	0.462651428571
C1QB	0.28385	0.76764	0.16976	0.28394	0.78036	0.31424	0.63918	0.46271
SNRPD2	0.70008	0.49387	0.00155	0.61092	0.25437	0.59373	0.58455	0.462724285714
RDH5	0.56506	0.33826	0.32609	0.57584	0.33131	0.53986	0.56266	0.462725714286
ERAP1	0.68937	0.48055	0.60056	0.586	0.42745	0.08151	0.3738	0.462748571429
NMBR	0.85682	0.95699	0.6864	0.35823	0.21712	0.04355	0.12126	0.46291
CTRB2	0.50638	0.69875	0.58223	0.51307	0.40913	0.46442	0.06681	0.46297
CD68	0.15458	0.93142	0.63462	0.44571	0.00093	0.32037	0.75371	0.463048571429
SCCPDH	0.80591	0.13854	0.59997	0.11309	0.15822	0.88441	0.54132	0.463065714286
NOD1	0.45813	0.74776	0.42813	0.13863	0.83205	0.12958	0.50742	0.4631
SPINT3	0.92403	0.64146	0.08311	0.60511	0.12008	0.07376	0.7945	0.46315
TEX14	0.8428	0.033	0.83451	0.02224	0.60828	0.16484	0.7366	0.463181428571
NAGPA	0.93741	0.19974	0.51363	0.39232	0.20323	0.55373	0.44284	0.463271428571
ZFPM2	0.61037	0.97861	0.23587	0.11845	0.40429	0.46413	0.43145	0.46331
C8G	0.87756	0.12329	0.76727	0.72473	0.12864	0.54091	0.08113	0.463361428571
SYT5	0.6121	0.40248	0.8464	0.64573	0.35514	0.10366	0.27809	0.463371428571
TMEM8A	0.48285	0.89077	0.71789	0.07943	0.00011	0.41162	0.66127	0.46342
FHOD3	0.84001	0.59729	0.23199	0.15307	0.3404	0.36568	0.71558	0.463431428571
ACAA2	0.79104	0.86835	9e-05	0.12875	0.63759	0.59444	0.22399	0.463464285714
CSAD	0.34554	0.85358	0.66	0.7022	0.17136	0.07716	0.43447	0.463472857143
WIPI2	0.82024	0.56667	0.39919	0.39831	0.26763	0.57409	0.21836	0.463498571429
TSPAN31	0.66421	0.60076	0.01245	0.27295	0.60676	0.65621	0.43173	0.463581428571
PPP1R13L	0.08349	0.38248	0.60961	0.52707	0.14291	0.80422	0.69541	0.463598571429
MEIS3P1	0.63011	0.53465	0.26954	0.3466	0.92287	0.02125	0.52028	0.463614285714
RPL13A	0.19	0.97056	0.08518	0.04919	0.56316	0.53433	0.85302	0.463634285714
APOC1	0.09552	0.63547	0.54363	0.35939	0.64635	0.42398	0.54162	0.463708571429
MILR1	0.20286	0.5792	0.60037	0.39618	0.68668	0.04708	0.7339	0.463752857143
FER1L4	0.34218	0.9635	0.07942	0.50622	0.45234	0.14444	0.75915	0.463892857143
DNPEP	0.51773	0.36032	0.02981	0.40282	0.39046	0.58127	0.96585	0.464037142857
FGL1	0.66146	1e-05	0.8362	0.38077	0.62002	0.50582	0.24408	0.464051428571
GLS2	0.92766	0.55307	0.47095	0.26443	0.61601	0.1059	0.31036	0.464054285714
HTR1A	0.16695	0.68395	0.70374	0.30922	0.24813	0.42195	0.71575	0.464241428571
PBLD	0.39197	0.80938	0.58202	0.18408	0.00248	0.50186	0.77799	0.464254285714
CRIM1	0.88013	0.63266	0.31562	0.18563	0.16679	0.63982	0.42926	0.464272857143
BMP4	0.42475	0.32377	0.39428	0.71897	0.94272	0.01752	0.4282	0.464315714286
RAMP2	0.18092	0.36447	0.44007	0.93795	0.65899	0.3821	0.2862	0.464385714286
SPTA1	0.97455	0.0222	0.44623	0.08382	0.13151	0.69856	0.89501	0.464554285714
HIVEP1	0.95348	0.54742	0.03991	0.24742	0.41649	0.88297	0.16509	0.464682857143
SNN	0.11703	0.67717	0.68183	0.43472	0.67815	0.64703	0.01734	0.464752857143
PCDHB17	0.04837	0.61302	0.62403	0.62148	0.34494	0.33584	0.6658	0.464782857143
TPTE	9e-05	0.00026	0.68172	0.83752	0.69879	0.70446	0.331	0.464834285714
EXTL1	0.63038	0.69718	0.6342	0.15569	0.40323	0.0198	0.71343	0.464844285714
POLI	0.44997	0.28623	0.42589	0.23827	0.34712	0.90695	0.60009	0.464931428571
MAGEA4	0.00412	0.39606	0.64204	0.81147	0.1065	0.81893	0.47587	0.464998571429
ID2	0.1344	0.41163	0.63727	0.68327	0.32512	0.65228	0.41135	0.465045714286
KANK3	0.07569	0.54549	0.38998	0.46789	0.53738	0.61995	0.61911	0.46507
ELN	0.74713	0.52776	0.12065	0.86275	0.62869	0.08285	0.28566	0.46507
MMP14	0.83344	0.664	0.5704	0.30649	0.38108	4e-05	0.50061	0.465151428571
POLR1B	0.19871	0.48656	0.33533	0.61112	0.59616	0.62376	0.40471	0.465192857143
FCN3	0.00229	0.62622	0.65002	0.32811	0.5244	0.77393	0.35197	0.465277142857
CDY1	0.24132	0.40909	0.56307	0.1428	0.39204	0.85524	0.65346	0.465288571429
AGPAT3	0.86518	0.75474	0.31496	0.07917	0.22299	0.82715	0.19285	0.465291428571
VDAC1	0.68506	0.6633	0.00058	0.9442	0.03469	0.66604	0.26398	0.465407142857
TDP2	0.77188	0.48426	0.64235	0.36817	0.07168	0.55193	0.36791	0.465454285714
FAM176B	0.76527	0.07873	0.71006	0.3362	0.24218	0.71265	0.41345	0.465505714286
NPC2	0.59914	0.47949	0.78626	0.60531	0.47417	0.14504	0.1694	0.465544285714
DSC2	0.78439	0.31928	0.8359	0.084	0.33587	0.07524	0.82506	0.465677142857
HLA-DPB1	0.5597	0.58759	0.06162	0.21067	0.43609	0.92449	0.47965	0.465687142857
SEPT10	0.55863	0.762	0.26049	0.30441	0.29097	0.41128	0.67258	0.465765714286
HOXB5	0.98134	0.69768	0.34286	0.20874	0.01188	0.42439	0.59373	0.465802857143
UBA1	0.01494	0.56384	0.52809	0.26641	0.38968	0.94766	0.55008	0.465814285714
NOX5	0.37171	0.75	0.61031	0.03273	0.37206	0.94033	0.1837	0.465834285714
TCTA	0.42545	0.68945	0.18036	0.41254	0.33987	0.62222	0.59111	0.465857142857
CLUAP1	0.56385	0.28613	0.81868	0.71959	0.54318	0.11415	0.21553	0.465872857143
QTRT1	0.84823	0.14018	0.48993	0.48115	0.73389	0.36001	0.20792	0.465901428571
OR1G1	0.42339	0.52576	0.24299	0.14822	0.5506	0.44226	0.92862	0.465977142857
MSN	0.26523	0.93861	0.12932	0.39028	0.22876	0.54476	0.76498	0.465991428571
UBE2J1	0.56716	0.63471	0.70297	0.42781	0.56198	0.22074	0.14744	0.466115714286
LACTB2	0.9722	0.81939	0.16216	0.00214	0.80761	0.40129	0.09803	0.466117142857
FAM96B	0.81317	0.72701	0.48191	0.0568	0.0586	0.86731	0.2581	0.466128571429
MED9	0.75547	0.76037	0.25761	0.69705	0.50455	0.10165	0.18636	0.466151428571
C15ORF2	0.92433	0.77006	0.72121	0.15857	0.04515	0.00658	0.63732	0.466174285714
HTR7	0.25617	0.65108	0.23525	0.83441	0.49234	0.15215	0.64182	0.466174285714
SCAMP1	0.19658	0.59087	0.5431	0.08679	0.25834	0.81141	0.77628	0.466195714286
ACTC1	0.86498	0.78014	0.00021	0.19972	0.03817	0.84551	0.53503	0.466251428571
DBC1	0.65694	0.74579	0.19556	0.56017	0.21882	0.88007	0.00658	0.466275714286
GPR56	0.37554	0.757	0.26087	0.68522	0.30574	0.07218	0.80742	0.466281428571
LPAR3	0.62966	0.61849	0.66484	0.53705	0.23798	0.16858	0.40745	0.466292857143
CLASRP	0.57438	0.9677	0.69447	0.2066	0.13777	0.29392	0.38964	0.466354285714
COQ9	0.44721	0.38295	0.10792	0.19771	0.57216	0.67406	0.88264	0.466378571429
KIF21B	0.00111	0.89302	0.74845	0.10703	0.76021	0.39152	0.36409	0.46649
WDR44	0.05487	0.79962	0.18274	0.37849	0.83664	0.69493	0.31835	0.46652
BRWD1	9e-05	0.72111	0.50934	0.57436	0.4203	0.41773	0.6233	0.466604285714
CALCR	0.83705	0.04165	0.68944	0.4584	0.41728	0.16522	0.65751	0.46665
PDE6H	0.93721	0.07075	0.89246	0.56713	0.43892	0.03259	0.32804	0.466728571429
NOVA2	0.71206	0.35729	0.22725	0.4469	0.30812	0.4822	0.73358	0.466771428571
MXD4	0.161	0.33886	0.5684	0.31835	0.61647	0.70378	0.56079	0.466807142857
ACOT13	0.65358	0.30357	0.8244	0.01185	0.13043	0.65677	0.68707	0.46681
TPSAB1	0.52879	0.15884	0.54157	0.47158	0.61897	0.39529	0.55263	0.46681
SCRT1	0.81056	0.11641	0.57461	0.599	0.19299	0.27176	0.70239	0.466817142857
LOC254896	0.45784	0.32987	0.15919	0.67141	0.5407	0.93355	0.17539	0.46685
CPT1A	0.72847	0.09809	0.00303	0.80852	0.34076	0.8213	0.46782	0.466855714286
HCRT	0.28383	0.90971	0.43364	0.29686	0.52994	0.22111	0.59294	0.466861428571
PHKG1	0.51163	0.11716	0.18214	0.85736	0.67507	0.21335	0.71149	0.466885714286
CD44	0.44423	0.40921	0.40135	0.33574	0.43511	0.63242	0.61072	0.466968571429
FAM164C	0.62246	0.58474	0.04371	0.75735	0.87696	0.28942	0.09415	0.46697
QPCT	0.36601	0.86136	0.49562	0.50355	0.47643	0.01086	0.5552	0.467004285714
ALDOAP2	0.78097	0.32609	0.0905	0.85073	0.33584	0.3477	0.53738	0.46703
GPR35	0.90563	0.2311	0.59126	0.17891	0.39124	0.81465	0.1566	0.467055714286
TTC37	0.11309	0.60348	0.28929	0.32232	0.56306	0.46099	0.91728	0.467072857143
ANKRD11	0.1518	0.34124	0.29407	0.45719	0.66668	0.49508	0.86359	0.467092857143
ABCC6	0.6231	0.19813	0.40309	0.00428	0.34061	0.76927	0.93159	0.467152857143
SLC24A3	0.45825	0.38135	0.41332	0.53098	0.15189	0.77407	0.56025	0.467158571429
ZNF225	0.06404	0.58671	0.65433	0.39445	0.21917	0.49947	0.85226	0.467204285714
GRK5	0.04843	0.51722	0.22208	0.7318	0.37097	0.52098	0.86021	0.467384285714
RAI1	0.94668	0.49185	0.07528	0.36679	0.46581	0.79752	0.12782	0.467392857143
EPHB4	0.7469	0.23832	0.4949	0.14286	0.60191	0.65429	0.39271	0.467412857143
FCF1	0.35811	0.37324	0.49014	0.2544	0.31599	0.84419	0.63593	0.467428571429
KIAA0087	0.03755	0.8207	0.04131	0.66598	0.24273	0.98964	0.47418	0.467441428571
SHOX2	0.05337	0.56216	0.64541	0.91165	0.15464	0.16902	0.77601	0.467465714286
OSBP2	0.07428	0.67986	0.03546	0.40373	0.64698	0.48136	0.95075	0.467488571429
KLK3	0.12094	0.52732	0.73482	0.05219	0.27475	0.83808	0.72465	0.467535714286
TRIM48	0.01357	0.83138	0.6704	0.11824	0.77234	0.43217	0.43468	0.46754
C6ORF145	0.62586	0.27907	0.52059	0.95193	0.10716	0.53916	0.24922	0.46757
TAX1BP3	0.34554	0.24906	0.39916	0.56085	0.4549	0.5847	0.67882	0.467575714286
SLC26A10	0.23629	0.63366	0.12719	0.351	0.35124	0.78975	0.78434	0.467638571429
HCG4	0.22642	0.58887	0.75214	0.04998	0.05427	0.85221	0.74985	0.467677142857
COL4A1	1e-05	0.56244	0.42867	0.09775	0.51335	0.88102	0.7907	0.467705714286
NPY6R	0.71323	0.63868	0.00667	0.0004	0.45498	0.90195	0.55805	0.467708571429
WNT5B	0.78662	0.44942	0.76564	0.52266	0.17639	0.07264	0.50063	0.467714285714
PDZD2	0.11493	0.16333	0.92402	0.43354	0.60203	0.44918	0.58706	0.467727142857
LPAR6	0.59141	0.07903	0.7367	0.91991	0.11916	0.26042	0.56748	0.46773
ANGEL1	0.50899	0.80875	0.48889	0.01399	0.01781	0.60789	0.82792	0.467748571429
NSUN5P1	0.14781	0.25875	0.31273	0.69897	0.45037	0.84886	0.55739	0.46784
C19ORF56	0.63483	0.30675	0.6659	0.58284	0.43965	0.05644	0.58866	0.467867142857
PPM1E	0.67184	0.17418	0.74818	0.01489	0.56289	0.7418	0.3621	0.467982857143
FNDC4	0.38896	0.33353	0.80737	0.18824	0.66649	0.6599	0.23141	0.467985714286
AHR	0.96154	0.52344	0.27269	0.37195	0.32092	0.27013	0.55531	0.467997142857
HIST1H1D	0.44149	0.24308	0.86017	0.09355	0.24268	0.74094	0.65413	0.468005714286
TMEM80	0.28799	0.63998	0.24362	0.34882	0.28727	0.71849	0.75022	0.468055714286
PDE12	0.76312	0.94936	0.24389	0.0015	0.50799	0.25439	0.55623	0.468068571429
RNF40	0.71152	0.29103	0.46247	0.41673	0.17069	0.38003	0.84428	0.468107142857
NOX3	0.48607	0.71526	0.91814	0.03194	0.11529	0.3461	0.66415	0.468135714286
ETV2	0.13049	0.774	0.52018	0.64177	0.29713	0.7029	0.21061	0.468154285714
MAFG	0.15536	0.67013	0.53451	0.08207	0.51785	0.80787	0.50942	0.468172857143
GGA3	0.42394	0.80378	0.5622	0.16516	0.14948	0.31385	0.85913	0.46822
SLC15A3	0.5586	0.43075	0.74452	0.4309	0.47877	0.28504	0.34957	0.468307142857
ZBTB20	0.25475	0.47335	0.56424	0.37171	0.71264	0.54777	0.35371	0.46831
LAPTM4A	0.35213	0.66303	0.51306	0.20257	0.5282	0.42392	0.59539	0.468328571429
C3ORF36	0.21907	0.83062	0.03775	0.57339	0.46347	0.6582	0.49588	0.46834
CNGA1	0.77606	0.7965	0.53692	0.03116	0.39199	0.49748	0.24842	0.468361428571
PIK3C2A	0.10893	0.33508	0.82891	0.32437	0.339	0.56683	0.77588	0.468428571429
EFNA2	0.54875	0.17302	0.41093	0.49485	0.65138	0.33868	0.66143	0.468434285714
TGFB3	0.78	0.74481	0.32709	0.39815	0.39465	0.60594	0.02885	0.468498571429
GPRC5B	0.7992	0.30241	0.14488	0.92749	0.51087	0.45887	0.13591	0.468518571429
SOX13	0.54056	0.58612	0.35536	0.26062	0.22963	0.58767	0.71993	0.468555714286
CRYBA2	0.34543	0.65751	0.21935	0.41975	0.34815	0.82065	0.46925	0.468584285714
S1PR2	0.04417	0.66097	0.20757	0.77846	0.68949	0.70022	0.19931	0.468598571429
TNFRSF11A	0.67584	0.72589	0.04825	0.31912	0.69949	0.05962	0.75251	0.468674285714
ASGR1	0.92452	0.19587	0.36933	0.61024	0.32456	0.71424	0.14216	0.468702857143
DENND4A	0.21866	0.5739	0.67988	0.38494	0.4784	0.88611	0.05935	0.468748571429
NTHL1	0.81864	0.94642	0.86903	0.07801	0.25405	0.07288	0.24266	0.468812857143
EFNA1	0.49195	0.54819	0.52338	0.27229	0.65706	0.41184	0.37718	0.468841428571
C2ORF42	0.46036	0.5968	0.93869	0.06985	0.46393	0.0134	0.73904	0.468867142857
RNF19A	0.3178	0.38242	0.70231	0.12345	0.34803	0.61291	0.79518	0.468871428571
DUX1	0.19175	0.98832	0.32782	0.23357	0.44462	0.95951	0.1366	0.468884285714
HIST1H2AM	0.68655	0.17816	0.70437	0.17334	0.67851	0.65989	0.2014	0.468888571429
IGFALS	0.90793	0.74873	0.69157	0.05197	0.08478	0.38618	0.41229	0.469064285714
NUDT9	0.09302	0.88265	0.77976	0.1242	0.80443	0.07578	0.52425	0.469155714286
HBD	0.07109	0.49238	0.7184	0.65515	0.38997	0.18916	0.76813	0.469182857143
IAPP	0.07599	0.55053	0.3052	0.44596	0.69739	0.66169	0.54823	0.469284285714
PSMF1	0.66593	0.45929	0.23475	0.23649	0.61044	0.66466	0.41381	0.469338571429
CTSD	0.59693	0.55481	0.58296	0.5888	1e-05	0.33131	0.63079	0.469372857143
EIF3F	0.44785	0.75603	0.86604	0.08726	0.51718	0.16585	0.44552	0.46939
MAFK	0.20014	0.3959	0.91255	0.46139	0.38146	0.65602	0.27847	0.469418571429
SH3GLB2	0.23339	0.24844	0.29946	0.62098	0.48539	0.97467	0.42371	0.469434285714
BNIP3L	0.4122	0.40699	0.28084	0.1845	0.58797	0.72887	0.68474	0.469444285714
RDBP	0.59242	0.28811	0.21074	0.25305	0.79161	0.5759	0.57517	0.469571428571
RPS3	0.09889	0.67447	0.24379	0.09958	0.80867	0.58215	0.77989	0.469634285714
CCR9	0.72361	0.44927	0.23815	0.50219	0.76003	0.24769	0.36685	0.469684285714
PIGQ	0.17196	0.65182	0.5615	0.31712	0.55941	0.0853	0.94081	0.469702857143
CRYBB2	0.87454	0.53744	0.05353	0.65781	0.21687	0.02702	0.92077	0.469711428571
ZNF12	0.61666	0.27943	0.51235	0.10171	0.50354	0.68019	0.59476	0.469805714286
SCARB2	0.78627	0.61092	0.53043	0.18481	0.19762	0.79547	0.18355	0.469867142857
MTSS1L	0.73479	0.05872	0.67304	0.48657	0.43931	0.49218	0.40461	0.469888571429
ZNF415	0.26732	0.31221	0.48791	0.34096	0.64303	0.78618	0.4517	0.469901428571
UBE2L6	0.6143	0.20528	0.48894	0.14121	0.39979	0.8019	0.63805	0.469924285714
CD7	0.3787	0.91843	0.45564	0.00722	0.53216	0.93613	0.06121	0.469927142857
FLNC	0.56109	0.24081	0.03729	0.18381	0.49689	0.80648	0.96327	0.469948571429
PHACTR1	0.78576	0.51745	0.81842	0.03577	0.55115	0.54817	0.03338	0.470014285714
WNT1	0.52663	0.83272	0.20511	0.12167	0.80984	0.01668	0.77749	0.47002
RNF208	0.31079	0.89825	0.71796	0.65311	0.00977	0.63278	0.06763	0.470041428571
OR12D3	0.71911	0.82666	0.26145	0.23089	0.69327	0.15241	0.40668	0.470067142857
C4BPA	0.46925	0.06846	0.96724	0.07938	0.85581	0.2626	0.58791	0.470092857143
PIK3C2G	0.36715	0.72715	0.5248	0.21299	1e-05	0.50978	0.9491	0.47014
PMS2P4	0.28135	0.18726	0.75089	0.76049	0.40888	0.16829	0.73418	0.470191428571
BTC	0.73886	0.8598	0.78854	0.06552	0.02117	0.73549	0.08299	0.470338571429
RTCD1	0.35106	0.83443	0.30336	0.21078	0.18732	0.894	0.51158	0.470361428571
TLN2	0.55864	0.56616	0.86115	0.42033	0.09742	0.09365	0.69527	0.470374285714
OR7C1	0.76735	0.39986	0.55442	0.8579	0.50516	0.20139	0.00672	0.4704
GAD2	0.95899	0.42539	0.10871	0.25901	0.36747	0.35349	0.81994	0.470428571429
SLC31A2	0.32278	0.87755	0.89764	0.35395	0.04187	0.46009	0.33922	0.470442857143
CAPN10	0.28323	0.37105	0.26221	0.50318	0.22475	0.76886	0.88013	0.470487142857
CCKAR	0.81731	0.60388	0.40436	0.14086	0.07003	0.67001	0.58734	0.470541428571
C9ORF31	0.94293	0.58144	0.2608	0.88511	0.22227	0.0138	0.38746	0.470544285714
EHMT2	0.13724	0.38101	0.82731	0.22759	0.74821	0.83092	0.14205	0.470618571429
ACSBG1	0.91883	0.90323	0.40968	0.02648	0.63897	0.29706	0.1001	0.470621428571
INSM1	0.71891	0.52388	0.52528	0.34466	0.16164	0.77178	0.24839	0.470648571429
USP11	0.58909	0.32313	0.43827	0.57786	0.42381	0.88146	0.06098	0.470657142857
EGLN3	0.04716	0.71047	0.72466	0.96747	0.80063	0.04506	5e-05	0.470785714286
ANXA4	0.57397	0.40389	0.80502	0.3852	0.23255	0.36741	0.52765	0.470812857143
C5ORF44	0.44418	0.92765	0.74028	0.00153	0.04777	0.35209	0.78219	0.470812857143
VGLL1	0.55762	0.35332	0.748	0.43164	0.62032	0.13816	0.44689	0.47085
MLYCD	0.48206	0.48975	0.41101	0.34425	0.49731	0.82804	0.24402	0.47092
TMEM59L	0.52786	0.92172	0.29023	0.44282	0.23236	0.56286	0.31948	0.471047142857
NPIPL3	0.23131	0.66419	0.37456	0.46908	0.49927	0.38381	0.67565	0.471124285714
PSG5	0.35408	0.65894	0.38134	0.51527	0.53952	0.36092	0.48808	0.471164285714
ABCA2	0.82464	0.50381	0.0259	0.30428	0.36526	0.60579	0.66894	0.471231428571
HHLA1	0.60858	0.4399	0.46676	0.70392	0.44066	0.24721	0.39205	0.471297142857
CFDP1	0.0504	0.82807	0.4753	0.18455	0.30241	0.70682	0.75163	0.471311428571
MMP11	0.85449	0.95153	0.17619	0.15127	0.39139	0.38339	0.39161	0.47141
ZNF589	0.39492	0.77251	0.92164	0.21928	0.42254	0.20134	0.36791	0.471448571429
POGK	0.50634	0.4209	0.11987	0.20521	0.43298	0.98528	0.62999	0.47151
LIPE	0.06542	0.43823	0.79151	0.67979	0.52547	0.64074	0.16001	0.471595714286
RETSAT	0.12382	0.63178	0.33664	0.50895	0.23595	0.56413	0.90006	0.471618571429
PCDHGC3	0.45192	0.28838	0.76161	0.63307	0.26385	0.0051	0.89747	0.471628571429
GRAMD4	0.43616	0.77437	0.71915	0.04535	0.73028	0.26552	0.33124	0.471724285714
CNPY4	0.18871	0.79898	0.20119	0.55383	0.65656	0.42036	0.48293	0.471794285714
STAB1	0.02779	0.95765	0.55963	0.35125	0.56656	0.33521	0.50454	0.471804285714
BCL2L11	0.18854	0.5458	0.62089	0.32452	0.57979	0.71964	0.32365	0.471832857143
DGCR9	0.00013	0.9802	0.25258	0.47531	0.30933	0.7143	0.57103	0.47184
IL5RA	0.11363	0.56231	0.36915	0.70646	0.41295	0.41437	0.72403	0.471842857143
GPC3	0.134	0.09966	0.09043	0.83739	0.96371	0.74334	0.43447	0.471857142857
AP1G2	0.43238	0.69861	0.61262	0.26278	0.07776	0.56264	0.65624	0.471861428571
KRT2	0.63609	0.75422	0.50425	0.13959	0.47964	0.31556	0.4738	0.471878571429
RAB36	0.82675	0.60762	0.74524	0.03477	0.23966	0.24541	0.60373	0.471882857143
INPP5B	0.94749	0.0617	0.80723	0.00144	0.59897	0.18945	0.69693	0.471887142857
MLLT3	0.40937	0.83492	0.45317	1e-05	0.50515	0.31318	0.78755	0.471907142857
RAB2A	0.44879	0.93865	0.08061	0.20619	0.52293	0.62189	0.48439	0.471921428571
YARS2	0.45465	0.98629	0.48621	0.21821	0.26192	0.09178	0.80441	0.471924285714
TRPM6	0.72739	0.4776	0.50345	0.00417	0.74115	0.25716	0.59314	0.472008571429
B4GALT7	0.8046	0.20942	0.01177	0.66578	0.37203	0.47586	0.76553	0.472141428571
UBXN2B	0.70831	0.98336	0.36312	0.27241	0.22592	0.62944	0.12284	0.4722
SCAI	0.54787	0.62844	0.80696	0.06191	0.30689	0.32867	0.62484	0.472225714286
TCF7	0.17601	0.41119	0.29628	0.78051	0.84959	0.26201	0.53006	0.472235714286
COQ4	0.25376	0.05973	0.89526	0.67233	0.31145	0.6955	0.4178	0.472261428571
SGK1	0.31841	0.46865	0.40286	0.23522	0.91727	0.7217	0.24189	0.472285714286
SIGLEC9	0.83099	0.29886	0.81902	0.00857	0.2678	0.30254	0.77912	0.472414285714
UNC93B1	0.02401	0.54793	0.52535	0.6452	0.48563	0.36407	0.71547	0.472522857143
PRPS1L1	0.28118	0.6405	0.30019	0.67865	0.35789	0.82876	0.22067	0.472548571429
CALHM2	0.36524	0.46762	0.90053	0.43158	0.46797	0.12143	0.5535	0.472552857143
IBSP	0.00533	0.34526	0.57345	0.43825	0.12332	0.87354	0.94889	0.472577142857
ITPKC	0.59718	0.64146	0.4356	0.57441	0.39932	0.00582	0.65445	0.472605714286
RUFY1	0.84636	0.0468	0.39797	0.14662	0.56137	0.42318	0.88604	0.47262
CYP2C9	0.64088	0.06813	0.85889	0.81144	0.20464	0.02619	0.69846	0.472661428571
SV2B	0.33153	0.64649	0.99029	0.76464	0.18745	0.1107	0.27754	0.472662857143
CCNL2	0.43198	0.36056	0.55352	0.53791	0.35285	0.4628	0.60906	0.472668571429
ZNF532	0.24805	0.8418	0.72843	0.5255	0.52206	0.04723	0.39565	0.472674285714
RALYL	0.23227	0.47922	0.95891	0.02689	0.45506	0.44291	0.71355	0.472687142857
RASSF2	0.16187	0.28118	0.59146	0.38845	0.58917	0.71158	0.58512	0.47269
GOLGA4	0.35015	0.84232	0.24303	0.40127	0.43314	0.52474	0.51474	0.47277
TRMT1	0.64222	0.35811	0.0456	0.36411	0.29872	0.91116	0.69024	0.47288
IL3	0.87623	0.68205	0.59466	0.2616	0.45613	0.34118	0.09881	0.472951428571
C1ORF105	0.03755	0.07702	0.19951	0.68085	0.75567	0.93732	0.62279	0.472958571429
KCNC2	0.43624	0.272	0.59697	0.10278	0.82594	0.53864	0.53822	0.47297
H1FX	0.12049	0.00218	0.78684	0.39002	0.26251	0.91757	0.83123	0.472977142857
ZNF214	0.60739	0.8483	0.67896	0.18912	0.52038	0.10258	0.36472	0.473064285714
YPEL5	0.5778	0.64983	0.51837	0.53753	0.21159	0.50483	0.31164	0.473084285714
