	empirical_pVal (A375)	empirical_pVal (A549)	empirical_pVal (BT20)	empirical_pVal (LNCAP)	empirical_pVal (MCF7)	empirical_pVal (MDAMB231)	empirical_pVal (PC3)	Ave_pVal
APOE	0.09446	0.97681	0.39971	0.92475	0.21636	0.60526	0.32407	0.505917142857
CEP57	0.62797	0.25949	0.8088	0.3038	0.54739	0.68841	0.31495	0.507258571429
TIMP2	0.51396	0.7215	0.51887	0.3422	0.52012	0.54471	0.39049	0.507407142857
IL4R	0.79523	0.46673	0.06933	0.27433	0.74753	0.32939	0.88044	0.508997142857
LPAR2	0.15498	0.89232	0.79083	0.25078	0.24993	0.71721	0.52376	0.511401428571
HIF1A	0.64286	0.8775	1e-05	0.60767	0.98048	0.47171	3e-05	0.511465714286
MBOAT7	0.00743	0.48745	0.9119	0.37522	0.01333	0.92138	0.86994	0.512378571429
CDK7	0.77594	0.45887	0.50623	0.09216	0.56126	0.43217	0.76052	0.51245
NFATC3	0.0004	0.76803	0.99594	0.92832	0.14705	0.06511	0.69386	0.514101428571
RELB	0.05894	0.89501	0.6414	0.26285	0.63802	0.41272	0.69203	0.514424285714
KIAA0196	0.89593	0.69136	0.45174	0.40177	0.47045	0.47545	0.22049	0.515312857143
RAB11FIP2	0.03275	0.76572	0.26557	0.53734	0.88938	0.67262	0.44424	0.515374285714
CHP	0.52246	0.78361	0.78983	0.42298	0.28067	0.2677	0.54157	0.515545714286
ATP11B	0.36463	0.54857	0.71592	0.43364	0.32049	0.47191	0.7628	0.516851428571
MMP2	0.70614	0.30828	0.60865	0.21502	0.25424	0.54548	0.98017	0.516854285714
TNFRSF21	0.76375	0.00395	0.39724	0.80676	0.49025	0.17053	0.99156	0.51772
PRR15L	0.85714	0.57498	0.67262	1e-05	0.09228	0.82789	0.59987	0.517827142857
MAPK9	0.59425	0.90727	0.9181	0.0268	0.78127	0.09654	0.31811	0.520334285714
NOS3	0.45794	0.23752	0.69521	0.81444	0.59552	0.0878	0.75398	0.520344285714
PIGB	0.30626	0.55189	0.60445	0.97182	0.7265	0.18766	0.30137	0.521421428571
ARID5B	0.68944	0.62612	0.26771	0.53693	0.5621	0.52785	0.45453	0.523525714286
TES	0.69324	0.66576	0.54638	0.28879	0.66011	0.57432	0.26877	0.528195714286
IGF2R	0.47521	0.44826	0.84984	0.03002	0.48991	0.65575	0.76062	0.529944285714
DSG2	0.87565	0.36088	0.04419	0.15459	0.68794	0.89073	0.69916	0.530448571429
TRIM13	0.3986	0.33868	0.59625	0.67373	0.47582	0.53315	0.70337	0.531371428571
IFNAR1	0.74638	0.47259	0.59272	0.23018	0.39992	0.55172	0.72757	0.531582857143
CCL2	0.0367	1e-05	0.70258	0.55125	0.65967	0.92113	0.85361	0.532135714286
SNCA	0.59019	0.26529	0.92932	0.24471	0.78711	0.34614	0.56906	0.533117142857
TERT	0.84341	1e-05	0.45758	0.03297	0.66477	0.86527	0.86848	0.533212857143
ORC1	0.34742	0.90806	0.56023	0.49659	0.40897	0.09338	0.92355	0.534028571429
DMTF1	0.51258	0.53728	0.86671	0.79808	0.27362	0.30408	0.45178	0.534875714286
CDKN2A	0.53545	0.916	0.58207	0.76177	0.44508	0.25412	0.25524	0.535675714286
SUPV3L1	0.59374	0.11396	0.74507	0.27557	0.51187	0.83642	0.67386	0.535784285714
RAB31	0.80633	0.77342	0.33761	0.89529	0.00015	0.91854	0.02659	0.536847142857
UBE2J1	0.75232	0.98256	0.58148	0.43839	0.6104	0.25228	0.14447	0.537414285714
KIAA0494	0.64822	0.42253	0.51377	0.47372	0.80591	0.06286	0.85226	0.539895714286
GNA15	0.80292	0.57618	0.69264	0.73683	0.58478	0.15745	0.23894	0.541391428571
FAIM	0.94165	0.86466	0.55598	0.0269	0.97067	0.38143	0.05032	0.541658571429
PMM2	0.78578	0.80361	0.1303	0.37474	0.34802	0.77254	0.58938	0.543481428571
TBXA2R	0.58158	0.41734	0.69208	0.35361	0.50958	0.48136	0.79576	0.54733
ST6GALNAC2	0.81475	0.89959	0.36926	0.8389	0.14549	0.57388	0.19348	0.547907142857
RBM15B	0.69668	0.5761	0.66962	0.24788	0.51481	0.41678	0.74903	0.552985714286
PLEKHM1	0.8484	0.59732	0.67018	0.47677	0.29785	0.28978	0.69629	0.553798571429
NARFL	0.59483	0.44369	0.36648	0.72732	0.69043	0.18709	0.87178	0.554517142857
DNMT3A	0.68218	0.66805	0.55599	0.30529	0.51862	0.5315	0.62045	0.554582857143
PTPRF	0.88608	0.84684	0.5378	0.52392	0.42218	0.52306	0.1653	0.557882857143
TLK2	0.81102	0.99682	0.07667	0.3898	0.21677	0.71891	0.70018	0.558595714286
PAPD7	0.53879	0.6587	0.61876	0.19108	0.76156	0.54285	0.60351	0.559321428571
TFAP2A	0.76772	0.84683	0.22886	0.29024	0.73146	0.64769	0.40258	0.55934
TRIB1	0.88521	0.66328	0.71843	0.28563	0.32575	0.60417	0.43534	0.559687142857
HIST1H2BK	0.4213	0.82864	0.65033	0.97724	0.90391	0.01835	0.13154	0.561615714286
NVL	0.72496	0.80717	0.35903	0.92632	0.5556	0.061	0.50439	0.562638571429
DNAJB6	0.79213	0.67917	0.57575	0.53776	0.22709	0.66215	0.47061	0.563522857143
GSTZ1	0.59548	0.61231	0.74473	0.43514	0.3179	0.56072	0.68429	0.564367142857
FAM63A	0.46316	0.35036	0.66047	0.52142	0.84483	0.58208	0.53404	0.565194285714
CNPY3	0.4038	0.89826	0.86855	0.17834	0.18655	0.66335	0.76354	0.566055714286
CTNND1	0.88485	0.72076	0.48336	0.73135	0.40581	0.40191	0.34755	0.567941428571
RNH1	0.78002	0.8536	0.3752	0.54386	0.7615	0.42802	0.24576	0.569708571429
CREG1	0.43362	0.87522	0.4209	0.30469	0.5511	0.64638	0.77869	0.572942857143
BAX	0.25745	0.93398	0.7367	0.54417	0.60894	0.44087	0.5082	0.575758571429
FUT1	0.76523	0.80487	0.45045	0.21612	0.26824	0.55338	0.97984	0.576875714286
RTN2	0.50257	0.53733	0.41372	0.51961	0.5089	0.76878	0.78888	0.577112857143
STX4	0.76492	0.8148	0.3506	0.32429	0.56012	0.64668	0.58401	0.577917142857
AKAP8L	0.72522	0.31617	0.82901	0.59224	0.84814	0.53685	0.20172	0.578478571429
NFKBIE	0.10683	0.81123	0.83986	0.59428	0.28839	0.52635	0.89353	0.580067142857
NIT1	0.65832	0.83907	0.34286	0.55034	0.72881	0.65035	0.30958	0.582761428571
LRRC41	0.32039	0.86679	0.83498	0.10797	0.77901	0.50742	0.67561	0.584595714286
HIST2H2BE	0.87455	0.76029	0.65709	0.35736	0.63065	0.22114	0.62297	0.58915
EPHA3	0.11029	0.96105	0.58787	0.9028	0.33956	0.39809	0.88117	0.597261428571
IKZF1	0.16072	0.84227	0.64734	0.99167	0.71431	0.24103	0.59346	0.598685714286
PTK2B	0.72648	0.43861	0.57872	0.80733	0.46236	0.2915	0.89074	0.599391428571
LGALS8	0.60227	0.95221	0.56591	0.29942	0.53365	0.66587	0.58011	0.59992
BPHL	0.5878	0.44819	0.78365	0.5864	0.91084	0.32468	0.56933	0.601555714286
PRKCQ	0.51715	0.64779	0.52563	0.89902	0.76793	0.0442	0.81993	0.603092857143
ZNF395	0.86251	0.61901	0.74246	0.21046	0.27625	0.63531	0.88138	0.603911428571
FGFR2	0.83657	0.31149	0.44232	0.86292	0.85465	0.15311	0.77502	0.605154285714
DYRK3	0.06247	0.05683	0.81399	0.83515	0.84951	0.78794	0.85447	0.608622857143
ITFG1	0.78219	0.64128	0.54073	0.77612	0.00215	0.70958	0.82466	0.610958571429
DNAJA3	0.72192	0.63132	0.45836	0.85926	0.82466	0.62313	0.17429	0.613277142857
PDHX	0.93293	0.3625	0.99259	0.97148	0.0966	0.10726	0.85254	0.616557142857
RFNG	0.76617	0.4849	0.86365	0.41574	0.41524	0.48788	0.90488	0.61978
HTRA1	0.86161	0.95114	0.78787	0.2472	0.41442	0.51787	0.5732	0.621901428571
TESK1	0.9518	0.40317	0.64368	0.39658	0.8466	0.33732	0.80651	0.626522857143
PTPRC	0.74997	0.6428	0.61676	0.17218	0.80756	0.42287	0.97685	0.626998571429
GRB7	0.6676	0.37163	0.60386	0.72673	0.69726	0.60541	0.72165	0.627734285714
NFATC4	0.85196	0.90501	0.70206	0.24393	0.45737	0.66214	0.58904	0.630215714286
PPOX	0.63551	0.86257	0.80188	0.73283	0.30921	0.68346	0.39876	0.632031428571
CD40	0.63895	0.89313	0.77211	0.74529	0.55586	0.00961	0.81874	0.633384285714
DHDDS	0.96163	0.53435	0.53872	0.73613	0.05606	0.65881	0.94823	0.633418571429
PIK3CA	0.84037	0.47389	0.65118	0.23997	0.63809	0.72063	0.87567	0.634257142857
DHRS7	0.40739	0.57474	0.44479	0.92899	0.67716	0.62297	0.80585	0.637412857143
VPS72	0.62645	0.6918	0.38871	0.70726	0.67408	0.81025	0.56634	0.637841428571
FAM69A	0.45917	0.85029	0.8205	0.87173	0.35805	0.6294	0.47588	0.63786
GDPD5	0.35751	0.55449	0.37478	0.73592	0.71885	0.87365	0.87202	0.641031428571
APBB2	0.36109	0.96237	0.91445	0.82127	0.07334	0.532	0.84861	0.644732857143
ARNT2	0.85031	0.16161	0.72103	0.58124	0.68539	0.73708	0.77784	0.644928571429
ALAS1	0.83731	0.30965	0.71561	0.53383	0.97724	0.27666	0.89016	0.648637142857
PLA2G4A	0.66664	0.84947	0.96698	0.52159	0.34471	0.6429	0.56609	0.651197142857
STUB1	0.34961	0.31006	0.80608	0.97112	0.91365	0.54491	0.74216	0.662512857143
SLC27A3	0.77597	0.67642	0.96101	0.38342	0.35473	0.84494	0.73313	0.67566
KIT	0.92099	0.8677	0.5705	0.43767	0.8329	0.46464	0.65808	0.678925714286
NOTCH1	0.67335	0.76969	0.83427	0.6051	0.8524	0.03672	0.99819	0.681388571429
CAMSAP2	0.75332	0.98196	0.70942	0.6668	0.24765	0.73327	0.73748	0.689985714286
MEST	0.82633	0.91104	0.90035	0.57949	0.57694	0.58234	0.60426	0.711535714286
PPP1R13B	0.62649	0.95895	0.90713	0.35574	0.79055	0.60017	0.87122	0.730035714286
CASP10	0.89433	0.99391	0.69347	0.99092	0.59021	0.79385	0.99935	0.850862857143
LSM5	0.02238	0.99997	0.99996	0.97851	0.99938	0.99698	0.99964	0.856688571429
